"Service Name","Port Number","Transport Protocol","Description","is_legit"
"esp-lm","3383","udp","Enterprise Software Products License Manager","false"
"hp-clic","3384","tcp","Cluster Management Services","false"
"hp-clic","3384","udp","Hardware Management","false"
"qnxnetman","3385","tcp","qnxnetman","false"
"qnxnetman","3385","udp","qnxnetman","false"
"gprs-data","3386","tcp","GPRS Data","false"
"gprs-sig","3386","udp","GPRS SIG","false"
"backroomnet","3387","tcp","Back Room Net","false"
"backroomnet","3387","udp","Back Room Net","false"
"cbserver","3388","tcp","CB Server","false"
"cbserver","3388","udp","CB Server","false"
"ms-wbt-server","3389","tcp","MS WBT Server","false"
"ms-wbt-server","3389","udp","MS WBT Server","false"
"dsc","3390","tcp","Distributed Service Coordinator","false"
"dsc","3390","udp","Distributed Service Coordinator","false"
"savant","3391","tcp","SAVANT","false"
"savant","3391","udp","SAVANT","false"
"efi-lm","3392","tcp","EFI License Management","false"
"efi-lm","3392","udp","EFI License Management","false"
"d2k-tapestry1","3393","tcp","D2K Tapestry Client to Server","false"
"d2k-tapestry1","3393","udp","D2K Tapestry Client to Server","false"
"d2k-tapestry2","3394","tcp","D2K Tapestry Server to Server","false"
"d2k-tapestry2","3394","udp","D2K Tapestry Server to Server","false"
"dyna-lm","3395","tcp","Dyna License Manager (Elam)","false"
"dyna-lm","3395","udp","Dyna License Manager (Elam)","false"
"printer-agent","3396","tcp","""Printer Agent","false"
"printer_agent","3396","tcp","Printer Agent","false"
"printer-agent","3396","udp","""Printer Agent","false"
"printer_agent","3396","udp","Printer Agent","false"
"cloanto-lm","3397","tcp","Cloanto License Manager","false"
"cloanto-lm","3397","udp","Cloanto License Manager","false"
"mercantile","3398","tcp","Mercantile","false"
"mercantile","3398","udp","Mercantile","false"
"csms","3399","tcp","CSMS","false"
"csms","3399","udp","CSMS","false"
"csms2","3400","tcp","CSMS2","false"
"csms2","3400","udp","CSMS2","false"
"filecast","3401","tcp","filecast","false"
"filecast","3401","udp","filecast","false"
"fxaengine-net","3402","tcp","FXa Engine Network Port","false"
"fxaengine-net","3402","udp","FXa Engine Network Port","false"
"","3403","","De-registered","false"
"","3404","","Removed","false"
"nokia-ann-ch1","3405","tcp","Nokia Announcement ch 1","false"
"nokia-ann-ch1","3405","udp","Nokia Announcement ch 1","false"
"nokia-ann-ch2","3406","tcp","Nokia Announcement ch 2","false"
"nokia-ann-ch2","3406","udp","Nokia Announcement ch 2","false"
"ldap-admin","3407","tcp","LDAP admin server port","false"
"ldap-admin","3407","udp","LDAP admin server port","false"
"BESApi","3408","tcp","BES Api Port","false"
"BESApi","3408","udp","BES Api Port","false"
"networklens","3409","tcp","NetworkLens Event Port","false"
"networklens","3409","udp","NetworkLens Event Port","false"
"networklenss","3410","tcp","NetworkLens SSL Event","false"
"networklenss","3410","udp","NetworkLens SSL Event","false"
"biolink-auth","3411","tcp","BioLink Authenteon server","false"
"biolink-auth","3411","udp","BioLink Authenteon server","false"
"xmlblaster","3412","tcp","xmlBlaster","false"
"xmlblaster","3412","udp","xmlBlaster","false"
"svnet","3413","tcp","SpecView Networking","false"
"svnet","3413","udp","SpecView Networking","false"
"wip-port","3414","tcp","BroadCloud WIP Port","false"
"wip-port","3414","udp","BroadCloud WIP Port","false"
"bcinameservice","3415","tcp","BCI Name Service","false"
"bcinameservice","3415","udp","BCI Name Service","false"
"commandport","3416","tcp","AirMobile IS Command Port","false"
"commandport","3416","udp","AirMobile IS Command Port","false"
"csvr","3417","tcp","ConServR file translation","false"
"csvr","3417","udp","ConServR file translation","false"
"rnmap","3418","tcp","Remote nmap","false"
"rnmap","3418","udp","Remote nmap","false"
"softaudit","3419","tcp","Isogon SoftAudit","false"
"softaudit","3419","udp","ISogon SoftAudit","false"
"ifcp-port","3420","tcp","iFCP User Port","false"
"ifcp-port","3420","udp","iFCP User Port","false"
"bmap","3421","tcp","Bull Apprise portmapper","false"
"bmap","3421","udp","Bull Apprise portmapper","false"
"rusb-sys-port","3422","tcp","Remote USB System Port","false"
"rusb-sys-port","3422","udp","Remote USB System Port","false"
"xtrm","3423","tcp","xTrade Reliable Messaging","false"
"xtrm","3423","udp","xTrade Reliable Messaging","false"
"xtrms","3424","tcp","xTrade over TLS/SSL","false"
"xtrms","3424","udp","xTrade over TLS/SSL","false"
"agps-port","3425","tcp","AGPS Access Port","false"
"agps-port","3425","udp","AGPS Access Port","false"
"arkivio","3426","tcp","Arkivio Storage Protocol","false"
"arkivio","3426","udp","Arkivio Storage Protocol","false"
"websphere-snmp","3427","tcp","WebSphere SNMP","false"
"websphere-snmp","3427","udp","WebSphere SNMP","false"
"twcss","3428","tcp","2Wire CSS","false"
"twcss","3428","udp","2Wire CSS","false"
"gcsp","3429","tcp","GCSP user port","false"
"gcsp","3429","udp","GCSP user port","false"
"ssdispatch","3430","tcp","Scott Studios Dispatch","false"
"ssdispatch","3430","udp","Scott Studios Dispatch","false"
"ndl-als","3431","tcp","Active License Server Port","false"
"ndl-als","3431","udp","Active License Server Port","false"
"osdcp","3432","tcp","Secure Device Protocol","false"
"osdcp","3432","udp","Secure Device Protocol","false"
"opnet-smp","3433","tcp","OPNET Service Management Platform","false"
"opnet-smp","3433","udp","OPNET Service Management Platform","false"
"opencm","3434","tcp","OpenCM Server","false"
"opencm","3434","udp","OpenCM Server","false"
"pacom","3435","tcp","Pacom Security User Port","false"
"pacom","3435","udp","Pacom Security User Port","false"
"gc-config","3436","tcp","GuardControl Exchange Protocol","false"
"gc-config","3436","udp","GuardControl Exchange Protocol","false"
"autocueds","3437","tcp","Autocue Directory Service","false"
"autocueds","3437","udp","Autocue Directory Service","false"
"spiral-admin","3438","tcp","Spiralcraft Admin","false"
"spiral-admin","3438","udp","Spiralcraft Admin","false"
"hri-port","3439","tcp","HRI Interface Port","false"
"hri-port","3439","udp","HRI Interface Port","false"
"ans-console","3440","tcp","Net Steward Mgmt Console","false"
"ans-console","3440","udp","Net Steward Mgmt Console","false"
"connect-client","3441","tcp","OC Connect Client","false"
"connect-client","3441","udp","OC Connect Client","false"
"connect-server","3442","tcp","OC Connect Server","false"
"connect-server","3442","udp","OC Connect Server","false"
"ov-nnm-websrv","3443","tcp","OpenView Network Node Manager WEB Server","false"
"ov-nnm-websrv","3443","udp","OpenView Network Node Manager WEB Server","false"
"denali-server","3444","tcp","Denali Server","false"
"denali-server","3444","udp","Denali Server","false"
"monp","3445","tcp","Media Object Network Protocol","false"
"monp","3445","udp","Media Object Network Protocol","false"
"3comfaxrpc","3446","tcp","3Com FAX RPC port","false"
"3comfaxrpc","3446","udp","3Com FAX RPC port","false"
"directnet","3447","tcp","DirectNet IM System","false"
"directnet","3447","udp","DirectNet IM System","false"
"dnc-port","3448","tcp","Discovery and Net Config","false"
"dnc-port","3448","udp","Discovery and Net Config","false"
"hotu-chat","3449","tcp","HotU Chat","false"
"hotu-chat","3449","udp","HotU Chat","false"
"castorproxy","3450","tcp","CAStorProxy","false"
"castorproxy","3450","udp","CAStorProxy","false"
"asam","3451","tcp","ASAM Services","false"
"asam","3451","udp","ASAM Services","false"
"sabp-signal","3452","tcp","SABP-Signalling Protocol","false"
"sabp-signal","3452","udp","SABP-Signalling Protocol","false"
"pscupd","3453","tcp","PSC Update","false"
"pscupd","3453","udp","PSC Update","false"
"mira","3454","tcp","Apple Remote Access Protocol","false"
"mira","3454","udp","Apple Remote Access Protocol","false"
"prsvp","3455","tcp","RSVP Port","false"
"prsvp","3455","udp","RSVP Port","false"
"vat","3456","tcp","VAT default data","false"
"vat","3456","udp","VAT default data","false"
"vat-control","3457","tcp","VAT default control","false"
"vat-control","3457","udp","VAT default control","false"
"d3winosfi","3458","tcp","D3WinOSFI","false"
"d3winosfi","3458","udp","D3WinOSFI","false"
"integral","3459","tcp","TIP Integral","false"
"integral","3459","udp","TIP Integral","false"
"edm-manager","3460","tcp","EDM Manger","false"
"edm-manager","3460","udp","EDM Manger","false"
"edm-stager","3461","tcp","EDM Stager","false"
"edm-stager","3461","udp","EDM Stager","false"
"edm-std-notify","3462","tcp","EDM STD Notify","false"
"edm-std-notify","3462","udp","EDM STD Notify","false"
"edm-adm-notify","3463","tcp","EDM ADM Notify","false"
"edm-adm-notify","3463","udp","EDM ADM Notify","false"
"edm-mgr-sync","3464","tcp","EDM MGR Sync","false"
"edm-mgr-sync","3464","udp","EDM MGR Sync","false"
"edm-mgr-cntrl","3465","tcp","EDM MGR Cntrl","false"
"edm-mgr-cntrl","3465","udp","EDM MGR Cntrl","false"
"workflow","3466","tcp","WORKFLOW","false"
"workflow","3466","udp","WORKFLOW","false"
"rcst","3467","tcp","RCST","false"
"rcst","3467","udp","RCST","false"
"ttcmremotectrl","3468","tcp","TTCM Remote Controll","false"
"ttcmremotectrl","3468","udp","TTCM Remote Controll","false"
"pluribus","3469","tcp","Pluribus","false"
"pluribus","3469","udp","Pluribus","false"
"jt400","3470","tcp","jt400","false"
"jt400","3470","udp","jt400","false"
"jt400-ssl","3471","tcp","jt400-ssl","false"
"jt400-ssl","3471","udp","jt400-ssl","false"
"jaugsremotec-1","3472","tcp","JAUGS N-G Remotec 1","false"
"jaugsremotec-1","3472","udp","JAUGS N-G Remotec 1","false"
"jaugsremotec-2","3473","tcp","JAUGS N-G Remotec 2","false"
"jaugsremotec-2","3473","udp","JAUGS N-G Remotec 2","false"
"ttntspauto","3474","tcp","TSP Automation","false"
"ttntspauto","3474","udp","TSP Automation","false"
"genisar-port","3475","tcp","Genisar Comm Port","false"
"genisar-port","3475","udp","Genisar Comm Port","false"
"nppmp","3476","tcp","NVIDIA Mgmt Protocol","false"
"nppmp","3476","udp","NVIDIA Mgmt Protocol","false"
"ecomm","3477","tcp","eComm link port","false"
"ecomm","3477","udp","eComm link port","false"
"stun","3478","tcp","Session Traversal Utilities for NAT (STUN) port","false"
"stun","3478","udp","Session Traversal Utilities for NAT (STUN) port","false"
"turn","3478","tcp","TURN over TCP","false"
"turn","3478","udp","TURN over UDP","false"
"stun-behavior","3478","tcp","STUN Behavior Discovery over TCP","false"
"stun-behavior","3478","udp","STUN Behavior Discovery over UDP","false"
"twrpc","3479","tcp","2Wire RPC","false"
"twrpc","3479","udp","2Wire RPC","false"
"plethora","3480","tcp","Secure Virtual Workspace","false"
"plethora","3480","udp","Secure Virtual Workspace","false"
"cleanerliverc","3481","tcp","CleanerLive remote ctrl","false"
"cleanerliverc","3481","udp","CleanerLive remote ctrl","false"
"vulture","3482","tcp","Vulture Monitoring System","false"
"vulture","3482","udp","Vulture Monitoring System","false"
"slim-devices","3483","tcp","Slim Devices Protocol","false"
"slim-devices","3483","udp","Slim Devices Protocol","false"
"gbs-stp","3484","tcp","GBS SnapTalk Protocol","false"
"gbs-stp","3484","udp","GBS SnapTalk Protocol","false"
"celatalk","3485","tcp","CelaTalk","false"
"celatalk","3485","udp","CelaTalk","false"
"ifsf-hb-port","3486","tcp","IFSF Heartbeat Port","false"
"ifsf-hb-port","3486","udp","IFSF Heartbeat Port","false"
"ltctcp","3487","tcp","LISA TCP Transfer Channel","false"
"ltcudp","3487","udp","LISA UDP Transfer Channel","false"
"fs-rh-srv","3488","tcp","FS Remote Host Server","false"
"fs-rh-srv","3488","udp","FS Remote Host Server","false"
"dtp-dia","3489","tcp","DTP/DIA","false"
"dtp-dia","3489","udp","DTP/DIA","false"
"colubris","3490","tcp","Colubris Management Port","false"
"colubris","3490","udp","Colubris Management Port","false"
"swr-port","3491","tcp","SWR Port","false"
"swr-port","3491","udp","SWR Port","false"
"tvdumtray-port","3492","tcp","TVDUM Tray Port","false"
"tvdumtray-port","3492","udp","TVDUM Tray Port","false"
"nut","3493","tcp","Network UPS Tools","false"
"nut","3493","udp","Network UPS Tools","false"
"ibm3494","3494","tcp","IBM 3494","false"
"ibm3494","3494","udp","IBM 3494","false"
"seclayer-tcp","3495","tcp","securitylayer over tcp","false"
"seclayer-tcp","3495","udp","securitylayer over tcp","false"
"seclayer-tls","3496","tcp","securitylayer over tls","false"
"seclayer-tls","3496","udp","securitylayer over tls","false"
"ipether232port","3497","tcp","ipEther232Port","false"
"ipether232port","3497","udp","ipEther232Port","false"
"dashpas-port","3498","tcp","DASHPAS user port","false"
"dashpas-port","3498","udp","DASHPAS user port","false"
"sccip-media","3499","tcp","SccIP Media","false"
"sccip-media","3499","udp","SccIP Media","false"
"rtmp-port","3500","tcp","RTMP Port","false"
"rtmp-port","3500","udp","RTMP Port","false"
"isoft-p2p","3501","tcp","iSoft-P2P","false"
"isoft-p2p","3501","udp","iSoft-P2P","false"
"avinstalldisc","3502","tcp","Avocent Install Discovery","false"
"avinstalldisc","3502","udp","Avocent Install Discovery","false"
"lsp-ping","3503","tcp","MPLS LSP-echo Port","false"
"lsp-ping","3503","udp","MPLS LSP-echo Port","false"
"ironstorm","3504","tcp","IronStorm game server","false"
"ironstorm","3504","udp","IronStorm game server","false"
"ccmcomm","3505","tcp","CCM communications port","false"
"ccmcomm","3505","udp","CCM communications port","false"
"apc-3506","3506","tcp","APC 3506","false"
"apc-3506","3506","udp","APC 3506","false"
"nesh-broker","3507","tcp","Nesh Broker Port","false"
"nesh-broker","3507","udp","Nesh Broker Port","false"
"interactionweb","3508","tcp","Interaction Web","false"
"interactionweb","3508","udp","Interaction Web","false"
"vt-ssl","3509","tcp","Virtual Token SSL Port","false"
"vt-ssl","3509","udp","Virtual Token SSL Port","false"
"xss-port","3510","tcp","XSS Port","false"
"xss-port","3510","udp","XSS Port","false"
"webmail-2","3511","tcp","WebMail/2","false"
"webmail-2","3511","udp","WebMail/2","false"
"aztec","3512","tcp","Aztec Distribution Port","false"
"aztec","3512","udp","Aztec Distribution Port","false"
"arcpd","3513","tcp","Adaptec Remote Protocol","false"
"arcpd","3513","udp","Adaptec Remote Protocol","false"
"must-p2p","3514","tcp","MUST Peer to Peer","false"
"must-p2p","3514","udp","MUST Peer to Peer","false"
"must-backplane","3515","tcp","MUST Backplane","false"
"must-backplane","3515","udp","MUST Backplane","false"
"smartcard-port","3516","tcp","Smartcard Port","false"
"smartcard-port","3516","udp","Smartcard Port","false"
"802-11-iapp","3517","tcp","IEEE 802.11 WLANs WG IAPP","false"
"802-11-iapp","3517","udp","IEEE 802.11 WLANs WG IAPP","false"
"artifact-msg","3518","tcp","Artifact Message Server","false"
"artifact-msg","3518","udp","Artifact Message Server","false"
"nvmsgd","3519","tcp","Netvion Messenger Port","false"
"galileo","3519","udp","Netvion Galileo Port","false"
"galileolog","3520","tcp","Netvion Galileo Log Port","false"
"galileolog","3520","udp","Netvion Galileo Log Port","false"
"mc3ss","3521","tcp","Telequip Labs MC3SS","false"
"mc3ss","3521","udp","Telequip Labs MC3SS","false"
"nssocketport","3522","tcp","DO over NSSocketPort","false"
"nssocketport","3522","udp","DO over NSSocketPort","false"
"odeumservlink","3523","tcp","Odeum Serverlink","false"
"odeumservlink","3523","udp","Odeum Serverlink","false"
"ecmport","3524","tcp","ECM Server port","false"
"ecmport","3524","udp","ECM Server port","false"
"eisport","3525","tcp","EIS Server port","false"
"eisport","3525","udp","EIS Server port","false"
"starquiz-port","3526","tcp","starQuiz Port","false"
"starquiz-port","3526","udp","starQuiz Port","false"
"beserver-msg-q","3527","tcp","VERITAS Backup Exec Server","false"
"beserver-msg-q","3527","udp","VERITAS Backup Exec Server","false"
"jboss-iiop","3528","tcp","JBoss IIOP","false"
"jboss-iiop","3528","udp","JBoss IIOP","false"
"jboss-iiop-ssl","3529","tcp","JBoss IIOP/SSL","false"
"jboss-iiop-ssl","3529","udp","JBoss IIOP/SSL","false"
"gf","3530","tcp","Grid Friendly","false"
"gf","3530","udp","Grid Friendly","false"
"joltid","3531","tcp","Joltid","false"
"joltid","3531","udp","Joltid","false"
"raven-rmp","3532","tcp","Raven Remote Management Control","false"
"raven-rmp","3532","udp","Raven Remote Management Control","false"
"raven-rdp","3533","tcp","Raven Remote Management Data","false"
"raven-rdp","3533","udp","Raven Remote Management Data","false"
"urld-port","3534","tcp","URL Daemon Port","false"
"urld-port","3534","udp","URL Daemon Port","false"
"ms-la","3535","tcp","MS-LA","false"
"ms-la","3535","udp","MS-LA","false"
"snac","3536","tcp","SNAC","false"
"snac","3536","udp","SNAC","false"
"ni-visa-remote","3537","tcp","Remote NI-VISA port","false"
"ni-visa-remote","3537","udp","Remote NI-VISA port","false"
"ibm-diradm","3538","tcp","IBM Directory Server","false"
"ibm-diradm","3538","udp","IBM Directory Server","false"
"ibm-diradm-ssl","3539","tcp","IBM Directory Server SSL","false"
"ibm-diradm-ssl","3539","udp","IBM Directory Server SSL","false"
